"","accessCode","userID","fastestRT_sess_1","fastestRT_sess_2","fastestRT_sess_3","fastestRT_sess_4","fastestRT_sess_5","fastestRT_sess_6","highestLevel_sess_1","highestLevel_sess_2","highestLevel_sess_3","highestLevel_sess_4","highestLevel_sess_5","highestLevel_sess_6","highestTrialCount_sess_1","highestTrialCount_sess_2","highestTrialCount_sess_3","highestTrialCount_sess_4","highestTrialCount_sess_5","highestTrialCount_sess_6","trialCount_sess_1","trialCount_sess_2","trialCount_sess_3","trialCount_sess_4","trialCount_sess_5","trialCount_sess_6","nLevels_sess_1","nLevels_sess_2","nLevels_sess_3","nLevels_sess_4","nLevels_sess_5","nLevels_sess_6","timePlayed_sess_1","timePlayed_sess_2","timePlayed_sess_3","timePlayed_sess_4","timePlayed_sess_5","timePlayed_sess_6","HITS_sess_1","HITS_sess_2","HITS_sess_3","HITS_sess_4","HITS_sess_5","HITS_sess_6","Hit_AvgRT_sess_1","Hit_AvgRT_sess_2","Hit_AvgRT_sess_3","Hit_AvgRT_sess_4","Hit_AvgRT_sess_5","Hit_AvgRT_sess_6","Hit_SDRT_sess_1","Hit_SDRT_sess_2","Hit_SDRT_sess_3","Hit_SDRT_sess_4","Hit_SDRT_sess_5","Hit_SDRT_sess_6","MISSED_sess_1","MISSED_sess_2","MISSED_sess_3","MISSED_sess_4","MISSED_sess_5","MISSED_sess_6","Miss_AvgRT_sess_1","Miss_AvgRT_sess_2","Miss_AvgRT_sess_3","Miss_AvgRT_sess_4","Miss_AvgRT_sess_5","Miss_AvgRT_sess_6","Miss_SDRT_sess_1","Miss_SDRT_sess_2","Miss_SDRT_sess_3","Miss_SDRT_sess_4","Miss_SDRT_sess_5","Miss_SDRT_sess_6","WRONG_sess_1","WRONG_sess_2","WRONG_sess_3","WRONG_sess_4","WRONG_sess_5","WRONG_sess_6","Wrong_AvgRT_sess_1","Wrong_AvgRT_sess_2","Wrong_AvgRT_sess_3","Wrong_AvgRT_sess_4","Wrong_AvgRT_sess_5","Wrong_AvgRT_sess_6","Wrong_SDRT_sess_1","Wrong_SDRT_sess_2","Wrong_SDRT_sess_3","Wrong_SDRT_sess_4","Wrong_SDRT_sess_5","Wrong_SDRT_sess_6","highestLevelPct_sess_1","highestLevelPct_sess_2","highestLevelPct_sess_3","highestLevelPct_sess_4","highestLevelPct_sess_5","highestLevelPct_sess_6","percentCorrect_sess_1","percentCorrect_sess_2","percentCorrect_sess_3","percentCorrect_sess_4","percentCorrect_sess_5","percentCorrect_sess_6","HitRate_sess_1","HitRate_sess_2","HitRate_sess_3","HitRate_sess_4","HitRate_sess_5","HitRate_sess_6","FARate_sess_1","FARate_sess_2","FARate_sess_3","FARate_sess_4","FARate_sess_5","FARate_sess_6","DPrime_sess_1","DPrime_sess_2","DPrime_sess_3","DPrime_sess_4","DPrime_sess_5","DPrime_sess_6"
"11","ATHBF18","16878",0,0.483855,0.016675,0,0,NA,"SpaceCakesLevel 1-1-3","SpaceCakesLevel 1-4-0","SpaceCakesLevel 0-2-5","SpaceCakesLevel 2-4-0","SpaceCakesLevel 3-2-0",NA,30,60,60,80,30,NA,720,750,840,729,390,NA,13,12,8,17,8,NA,"1981","2101","2268","1833","1040",NA,592,717,806,666,344,NA,1.4298247125,1.40590806415621,1.34358118411911,1.80060209444444,2.41575666017442,NA,0.890051585552709,0.664857336612472,0.807799044764865,1.12271443421458,1.25142017636983,NA,0,10,2,2,0,NA,NA,2.906763,1.0177975,3.8112035,NA,NA,NA,0.327365208425969,0.306753528280442,0.766620423425113,NA,NA,128,23,32,61,46,NA,1.69999506960938,1.9946732173913,2.185896753125,2.21900524590164,2.61563015434783,NA,1.32362148635697,1.02679706631057,1.44068379530215,1.60584552477182,1.75631074500012,NA,4,8,7,11,8,NA,82,96,96,91,88,NA,0.82,0.96,0.96,0.91,0.88,NA,0.18,0.03,0.04,0.08,0.12,NA,1.83073017568563,3.63147967940342,3.50137214250434,2.74582659399985,2.34997358413218,NA
"12","ATHBF18","16881",0.05007,0.13333,0.1168,0.0504,0.2669,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-2-0","SpaceCakesLevel 0-2-4","SpaceCakesLevel 3-0-2","SpaceCakesLevel 3-1-0",NA,11,60,60,40,40,NA,651,590,534,459,220,NA,12,14,6,9,4,NA,"1899","1901","1967","1692","581",NA,561,509,485,352,190,NA,0.979817122994652,1.19545624145383,1.22059345917526,1.27386951221591,1.35864664473684,NA,0.550260822587305,0.523241824475629,0.531288531796953,0.430509841302582,0.547603954919837,NA,2,0,9,3,0,NA,0.9089425,NA,0,2.241267,NA,NA,0.106175618729066,NA,0,0.675742638042028,NA,NA,88,81,40,104,30,NA,1.18086649318182,1.1797724691358,1.54358730025,1.25370670576923,1.06146016666667,NA,0.692624681729197,0.466103843761135,0.975002273071777,0.740229164942096,0.553779279814476,NA,2,10,11,9,18,NA,86,86,91,77,86,NA,0.86,0.86,0.91,0.77,0.86,NA,0.14,0.14,0.08,0.23,0.14,NA,2.16063868162991,2.16063868162991,2.74582659399985,1.47769369837043,2.16063868162991,NA
"13","ATHBF18","16884",0.3827,0,0.582865,0.4886,0.900975,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 3-4-0","SpaceCakesLevel 4-3-0","SpaceCakesLevel 4-0-0",NA,19,60,80,33,5,NA,679,630,640,313,5,NA,12,16,12,6,1,NA,"2026","2101","1667","948","14",NA,595,517,568,252,1,NA,1.22575044537815,1.41990024796905,1.90567722059859,2.29861170634921,0.900975,NA,0.590731776793198,0.70274654710795,0.67895034638234,1.18578345600787,NA,NA,0,1,0,3,4,NA,NA,4.037701,NA,0.936566666666667,0.22524375,NA,NA,NA,NA,0.811800741151013,0.4504875,NA,84,112,72,58,0,NA,1.28672122142857,1.21630962419643,1.81926667777778,2.08751531551724,NA,NA,0.711152950057531,0.969611984379255,0.814378575580908,1.32183003262718,NA,NA,3,10,12,11,100,NA,88,82,89,81,20,NA,0.88,0.82,0.89,0.8,0.25,NA,0.12,0.18,0.11,0.19,0.08,NA,2.34997358413218,1.83073017568563,2.45305624007322,1.71951752862414,0.730581810113551,NA
"14","ATHBF18","16887",0.383165,0,0.267415,0.32905,0.0382,NA,"SpaceCakesLevel 1-3-0","SpaceCakesLevel 2-3-0","SpaceCakesLevel 0-2-5","SpaceCakesLevel 3-1-1","SpaceCakesLevel 3-2-1",NA,31,60,120,40,50,NA,651,710,780,560,390,NA,11,17,7,12,7,NA,"1957","2109","2053","1740","951",NA,587,587,722,456,291,NA,1.25803139352641,1.46752189407155,1.1827748531856,1.82380741907895,1.72969826872852,NA,0.617298104081144,0.785172130615561,0.644030053165237,0.722999250554535,0.757573579419342,NA,1,5,7,0,5,NA,1.718525,1.207799,2.30250728571429,NA,1.51176018,NA,NA,1.18659425686711,1.62242948036987,NA,0.806435037797969,NA,63,118,51,104,94,NA,1.40154065079365,1.61888066186441,1.46030859411765,1.70091289903846,1.53149378723404,NA,0.852945686421573,1.01855009214755,1.02512555644776,0.669810690952099,0.959156091735947,NA,5,8,15,7,13,NA,90,83,93,81,75,NA,0.9,0.83,0.93,0.81,0.75,NA,0.1,0.17,0.07,0.19,0.24,NA,2.5631031310892,1.90833050629239,2.95158205635834,1.75579259010246,1.38079231303617,NA
"15","ATHBF18","16890",0.31705,0.03425,0.100835,0.49783,NA,NA,"SpaceCakesLevel 1-0-1","SpaceCakesLevel 1-2-2","SpaceCakesLevel 1-0-10","SpaceCakesLevel 3-2-0",NA,NA,6,40,30,60,NA,NA,244,590,720,580,NA,NA,8,16,18,12,NA,NA,"759","1888","2051","1736",NA,NA,200,461,645,446,NA,NA,1.3575048955,1.395249829718,1.34975018976744,2.23356380896861,NA,NA,0.714535502391027,0.754245219958534,0.744387568555459,1.05157467593883,NA,NA,5,30,6,2,NA,NA,0.87411202,0.795216813333333,0.72576335,4.947484,NA,NA,0.449598009369372,0.931468298287958,0.209972979305307,0.598700240562838,NA,NA,39,99,69,132,NA,NA,1.28651966410256,1.40205346161616,1.69092956376812,2.28584902045455,NA,NA,0.896964206439974,0.925760716521586,1.25775078638991,1.17688746635599,NA,NA,2,7,4,10,NA,NA,82,78,90,77,NA,NA,0.82,0.78,0.9,0.77,NA,NA,0.16,0.17,0.1,0.23,NA,NA,1.90982297105257,1.72635846733488,2.5631031310892,1.47769369837043,NA,NA
"16","ATHBF18","16896",0.1324,0.01604,0.10004,NA,NA,NA,"SpaceCakesLevel 0-3-2","SpaceCakesLevel 2-3-0","SpaceCakesLevel 2-3-0",NA,NA,NA,30,60,20,NA,NA,NA,440,699,260,NA,NA,NA,10,15,6,NA,NA,NA,"1561","1864","885",NA,NA,NA,337,418,194,NA,NA,NA,1.05630283353116,1.70787589904306,1.58605650051546,NA,NA,NA,0.691548377562141,1.21465907835198,0.828787101820603,NA,NA,NA,4,71,0,NA,NA,NA,0.304436275,1.47997684929577,NA,NA,NA,NA,0.307569676857406,1.54292517269509,NA,NA,NA,NA,99,210,66,NA,NA,NA,1.47305596161616,1.73501090995238,1.16515508181818,NA,NA,NA,1.18170533431522,1.84474163874069,0.75912121164923,NA,NA,NA,7,9,8,NA,NA,NA,77,60,75,NA,NA,NA,0.77,0.6,0.75,NA,NA,NA,0.23,0.3,0.25,NA,NA,NA,1.47769369837043,0.77774761584384,1.34897950039216,NA,NA,NA
"17","ATHBF18","16899",0.166815,0.150245,0.5338,0.8845001,NA,NA,"SpaceCakesLevel 1-1-2","SpaceCakesLevel 0-3-6","SpaceCakesLevel 3-2-0","SpaceCakesLevel 3-4-0",NA,NA,30,30,16,23,NA,NA,600,600,456,343,NA,NA,14,14,10,7,NA,NA,"1826","1898","1242","954",NA,NA,477,507,384,291,NA,NA,1.32351024884696,1.48102929033531,2.04135019427083,2.11277266082474,NA,NA,0.697858726801646,0.641620541715043,0.892481532361674,0.771236965362482,NA,NA,10,0,1,0,NA,NA,1.46643497,NA,2.285785,NA,NA,NA,0.973160480657117,NA,NA,NA,NA,NA,113,93,71,52,NA,NA,1.85694141504425,1.5307529483871,1.9211139056338,2.06192495192308,NA,NA,1.24507147012369,0.711058656973764,0.954673915917554,0.972665344686323,NA,NA,5,5,4,7,NA,NA,80,84,84,85,NA,NA,0.79,0.84,0.84,0.85,NA,NA,0.19,0.16,0.16,0.15,NA,NA,1.68431754206947,1.98891576641951,1.98891576641951,2.07286677898758,NA,NA
"18","ATHBF18","16902",0.33369,0.034135,NA,NA,NA,NA,"SpaceCakesLevel 1-2-0","SpaceCakesLevel 2-2-1",NA,NA,NA,NA,33,60,NA,NA,NA,NA,273,809,NA,NA,NA,NA,8,15,NA,NA,NA,NA,"735","2040",NA,NA,NA,NA,249,691,NA,NA,NA,NA,0.87201887751004,1.15149076801737,NA,NA,NA,NA,0.436802841335095,0.562539332359377,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,0.66086298,NA,NA,NA,NA,NA,0.422801714837348,NA,NA,NA,NA,24,113,NA,NA,NA,NA,1.042812675,1.07234232044248,NA,NA,NA,NA,0.650820566977846,0.60330975818593,NA,NA,NA,NA,12,7,NA,NA,NA,NA,91,85,NA,NA,NA,NA,0.91,0.85,NA,NA,NA,NA,0.09,0.14,NA,NA,NA,NA,2.68151006738043,2.11675273030875,NA,NA,NA,NA
"19","ATHBF18","16908",0.34935,0.300245,0.08289,0.48489,NA,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 2-0-9","SpaceCakesLevel 3-4-0","SpaceCakesLevel 4-3-0",NA,NA,2,40,80,60,NA,NA,352,440,660,380,NA,NA,11,11,12,7,NA,NA,"853","949","1638","989",NA,NA,316,387,556,312,NA,NA,0.986953312341772,1.44858457105943,1.6339197278777,1.65200142916667,NA,NA,0.534000103754786,0.570418540827701,0.71782593168546,0.745925247597298,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,53,104,68,NA,NA,1.23092305583333,1.21355897358491,1.35411092980769,1.82103686029412,NA,NA,0.881448453966292,0.516424371714239,0.794907851592975,0.977178183839339,NA,NA,1,9,12,16,NA,NA,90,88,84,82,NA,NA,0.9,0.88,0.84,0.82,NA,NA,0.1,0.12,0.16,0.18,NA,NA,2.5631031310892,2.34997358413218,1.98891576641951,1.83073017568563,NA,NA
"20","ATHF18","16770",0,0,0.9677001,0,0,NA,"SpaceCakesLevel 1-4-0","SpaceCakesLevel 0-2-0","SpaceCakesLevel 0-0-0","SpaceCakesLevel 2-1-0","SpaceCakesLevel 2-0-7",NA,60,60,10,40,40,NA,530,160,10,240,320,NA,11,4,1,4,8,NA,"1524","1692","23","637","836",NA,457,114,3,165,126,NA,1.1546684571116,1.89157229798246,1.3735337,1.1412807969697,0.639536447619048,NA,0.96658620643474,1.59302949691865,0.61867593683363,0.935182733589923,0.980815184312016,NA,2,10,7,8,54,NA,1.5100005,0.23527,1.1773146,1.434716,0.164613526111111,NA,0.48366174543838,0.743989065107815,0.724352692393917,1.08301295145164,0.179322054447743,NA,71,36,0,67,140,NA,1.04052238014084,0.820491305277778,NA,0.894487138955224,0.486469865071429,NA,1.27504373204765,1.67804274884056,NA,1.10878760237288,0.803695075258099,NA,11,38,100,17,12,NA,86,71,30,69,39,NA,0.86,0.71,0.32,0.69,0.39,NA,0.13,0.23,0.05,0.28,0.44,NA,2.20671046985376,1.29223156874089,1.17715482783696,1.07869185461867,-0.128349818950677,NA
