"userID","ImproverScore","ImproverAccuracy","ImproverRT","AllImprove","postScore"
16786,FALSE,FALSE,FALSE,FALSE,TRUE
16787,TRUE,FALSE,TRUE,FALSE,TRUE
16789,FALSE,FALSE,FALSE,FALSE,TRUE
16790,FALSE,FALSE,FALSE,FALSE,TRUE
16791,FALSE,FALSE,FALSE,FALSE,TRUE
16792,FALSE,FALSE,FALSE,FALSE,TRUE
16792,TRUE,FALSE,TRUE,FALSE,TRUE
16795,TRUE,FALSE,TRUE,FALSE,TRUE
16796,FALSE,FALSE,FALSE,FALSE,FALSE
16797,TRUE,TRUE,TRUE,TRUE,TRUE
16799,FALSE,FALSE,FALSE,FALSE,TRUE
16800,FALSE,FALSE,FALSE,FALSE,FALSE
16801,TRUE,TRUE,TRUE,TRUE,TRUE
16802,FALSE,FALSE,FALSE,FALSE,FALSE
16803,TRUE,FALSE,TRUE,FALSE,TRUE
16804,TRUE,FALSE,TRUE,FALSE,TRUE
16805,FALSE,FALSE,TRUE,FALSE,TRUE
16807,TRUE,FALSE,TRUE,FALSE,TRUE
16808,FALSE,FALSE,FALSE,FALSE,FALSE
16809,FALSE,FALSE,FALSE,FALSE,TRUE
16810,TRUE,FALSE,TRUE,FALSE,TRUE
16811,TRUE,TRUE,TRUE,TRUE,TRUE
16812,TRUE,FALSE,TRUE,FALSE,TRUE
16813,FALSE,FALSE,FALSE,FALSE,TRUE
16813,FALSE,FALSE,TRUE,FALSE,FALSE
16814,TRUE,FALSE,TRUE,FALSE,TRUE
16815,FALSE,FALSE,FALSE,FALSE,FALSE
16816,FALSE,FALSE,FALSE,FALSE,TRUE
16816,FALSE,FALSE,FALSE,FALSE,TRUE
16816,TRUE,FALSE,TRUE,FALSE,TRUE
16817,TRUE,TRUE,TRUE,TRUE,TRUE
16818,TRUE,FALSE,TRUE,FALSE,TRUE
16820,TRUE,FALSE,TRUE,FALSE,TRUE
16821,FALSE,FALSE,FALSE,FALSE,FALSE
16822,TRUE,TRUE,FALSE,FALSE,TRUE
16823,FALSE,FALSE,FALSE,FALSE,TRUE
16824,TRUE,FALSE,TRUE,FALSE,TRUE
16825,TRUE,TRUE,TRUE,TRUE,TRUE
16826,FALSE,TRUE,FALSE,FALSE,TRUE
16827,TRUE,FALSE,TRUE,FALSE,TRUE
16829,FALSE,TRUE,FALSE,FALSE,TRUE
16830,FALSE,FALSE,FALSE,FALSE,TRUE
16831,TRUE,FALSE,TRUE,FALSE,TRUE
16832,TRUE,FALSE,TRUE,FALSE,TRUE
16833,FALSE,FALSE,FALSE,FALSE,TRUE
16834,FALSE,FALSE,FALSE,FALSE,TRUE
16835,FALSE,FALSE,FALSE,FALSE,TRUE
16836,TRUE,FALSE,TRUE,FALSE,TRUE
16838,TRUE,TRUE,TRUE,TRUE,TRUE
16839,TRUE,FALSE,TRUE,FALSE,TRUE
16840,FALSE,FALSE,FALSE,FALSE,TRUE
16841,FALSE,FALSE,FALSE,FALSE,TRUE
16842,TRUE,TRUE,TRUE,TRUE,FALSE
16843,FALSE,FALSE,FALSE,FALSE,TRUE
16844,TRUE,FALSE,FALSE,FALSE,TRUE
16845,FALSE,TRUE,FALSE,FALSE,TRUE
16846,TRUE,FALSE,TRUE,FALSE,TRUE
16847,TRUE,FALSE,FALSE,FALSE,FALSE
16848,TRUE,FALSE,TRUE,FALSE,TRUE
16850,TRUE,FALSE,FALSE,FALSE,TRUE
16851,TRUE,FALSE,TRUE,FALSE,FALSE
16852,TRUE,FALSE,TRUE,FALSE,TRUE
16852,FALSE,FALSE,FALSE,FALSE,TRUE
16853,TRUE,FALSE,FALSE,FALSE,TRUE
16854,FALSE,FALSE,TRUE,FALSE,FALSE
16855,TRUE,FALSE,TRUE,FALSE,TRUE
16856,TRUE,TRUE,FALSE,FALSE,FALSE
16857,TRUE,FALSE,TRUE,FALSE,TRUE
16858,TRUE,FALSE,FALSE,FALSE,TRUE
16859,TRUE,TRUE,TRUE,TRUE,TRUE
16860,TRUE,TRUE,TRUE,TRUE,TRUE
16861,FALSE,FALSE,FALSE,FALSE,TRUE
16861,FALSE,FALSE,FALSE,FALSE,TRUE
16862,FALSE,TRUE,FALSE,FALSE,TRUE
16863,TRUE,FALSE,FALSE,FALSE,TRUE
16864,FALSE,FALSE,TRUE,FALSE,TRUE
16865,FALSE,FALSE,TRUE,FALSE,FALSE
16866,TRUE,TRUE,FALSE,FALSE,TRUE
16867,TRUE,FALSE,TRUE,FALSE,TRUE
16868,TRUE,FALSE,TRUE,FALSE,TRUE
16870,FALSE,FALSE,FALSE,FALSE,TRUE
16871,FALSE,FALSE,FALSE,FALSE,TRUE
16872,FALSE,FALSE,TRUE,FALSE,TRUE
16873,TRUE,TRUE,TRUE,TRUE,TRUE
16874,TRUE,FALSE,TRUE,FALSE,TRUE
16875,FALSE,TRUE,FALSE,FALSE,TRUE
16876,TRUE,TRUE,FALSE,FALSE,TRUE
16877,FALSE,FALSE,FALSE,FALSE,TRUE
16878,TRUE,FALSE,TRUE,FALSE,TRUE
16879,FALSE,TRUE,FALSE,FALSE,TRUE
16880,TRUE,FALSE,TRUE,FALSE,TRUE
16881,TRUE,FALSE,TRUE,FALSE,TRUE
16881,TRUE,FALSE,TRUE,FALSE,TRUE
16882,TRUE,FALSE,TRUE,FALSE,TRUE
16884,TRUE,TRUE,TRUE,TRUE,TRUE
16885,TRUE,TRUE,TRUE,TRUE,FALSE
16886,FALSE,FALSE,TRUE,FALSE,TRUE
16887,TRUE,FALSE,TRUE,FALSE,TRUE
16888,TRUE,TRUE,TRUE,TRUE,TRUE
16889,FALSE,TRUE,FALSE,FALSE,TRUE
16890,FALSE,FALSE,FALSE,FALSE,TRUE
16896,FALSE,FALSE,FALSE,FALSE,TRUE
16897,TRUE,FALSE,TRUE,FALSE,TRUE
16899,FALSE,FALSE,TRUE,FALSE,TRUE
16901,FALSE,FALSE,FALSE,FALSE,TRUE
16903,TRUE,FALSE,TRUE,FALSE,TRUE
16904,TRUE,FALSE,TRUE,FALSE,TRUE
16906,TRUE,FALSE,TRUE,FALSE,TRUE
16907,FALSE,FALSE,FALSE,FALSE,TRUE
16908,FALSE,FALSE,FALSE,FALSE,TRUE
17547,FALSE,FALSE,FALSE,FALSE,TRUE
17548,FALSE,FALSE,FALSE,FALSE,FALSE
17549,TRUE,TRUE,FALSE,FALSE,TRUE
17550,TRUE,TRUE,FALSE,FALSE,FALSE
17551,TRUE,FALSE,TRUE,FALSE,TRUE
17552,TRUE,FALSE,TRUE,FALSE,TRUE
17553,FALSE,FALSE,FALSE,FALSE,TRUE
17554,FALSE,TRUE,FALSE,FALSE,TRUE
17555,FALSE,FALSE,FALSE,FALSE,FALSE
17556,TRUE,FALSE,TRUE,FALSE,TRUE
17557,TRUE,FALSE,TRUE,FALSE,FALSE
17558,TRUE,FALSE,TRUE,FALSE,TRUE
17559,FALSE,FALSE,FALSE,FALSE,TRUE
17560,FALSE,FALSE,FALSE,FALSE,TRUE
17561,TRUE,FALSE,FALSE,FALSE,TRUE
17562,FALSE,TRUE,FALSE,FALSE,TRUE
17563,FALSE,FALSE,FALSE,FALSE,TRUE
17564,TRUE,TRUE,FALSE,FALSE,TRUE
17565,TRUE,FALSE,TRUE,FALSE,TRUE
17566,TRUE,FALSE,TRUE,FALSE,TRUE
17567,TRUE,FALSE,TRUE,FALSE,TRUE
17568,TRUE,TRUE,FALSE,FALSE,FALSE
17569,TRUE,FALSE,TRUE,FALSE,TRUE
17570,TRUE,FALSE,TRUE,FALSE,TRUE
17571,TRUE,TRUE,FALSE,FALSE,TRUE
17572,TRUE,FALSE,TRUE,FALSE,TRUE
17573,TRUE,FALSE,TRUE,FALSE,FALSE
17574,FALSE,FALSE,TRUE,FALSE,TRUE
17575,FALSE,FALSE,FALSE,FALSE,TRUE
17576,FALSE,FALSE,FALSE,FALSE,TRUE
17578,FALSE,FALSE,TRUE,FALSE,TRUE
17579,TRUE,TRUE,FALSE,FALSE,TRUE
17579,TRUE,TRUE,FALSE,FALSE,TRUE
17580,FALSE,FALSE,FALSE,FALSE,TRUE
17581,TRUE,FALSE,TRUE,FALSE,TRUE
17582,TRUE,TRUE,TRUE,TRUE,FALSE
17583,FALSE,FALSE,TRUE,FALSE,FALSE
17584,TRUE,FALSE,FALSE,FALSE,FALSE
17585,FALSE,FALSE,FALSE,FALSE,TRUE
17587,TRUE,FALSE,TRUE,FALSE,TRUE
17588,FALSE,FALSE,FALSE,FALSE,TRUE
17589,FALSE,FALSE,TRUE,FALSE,FALSE
17590,TRUE,FALSE,TRUE,FALSE,TRUE
17591,TRUE,TRUE,FALSE,FALSE,TRUE
17592,FALSE,FALSE,FALSE,FALSE,TRUE
17594,TRUE,FALSE,TRUE,FALSE,FALSE
17595,TRUE,FALSE,TRUE,FALSE,TRUE
17596,FALSE,FALSE,FALSE,FALSE,TRUE
17597,TRUE,FALSE,TRUE,FALSE,TRUE
17599,FALSE,FALSE,FALSE,FALSE,FALSE
17600,TRUE,FALSE,TRUE,FALSE,TRUE
17601,FALSE,FALSE,FALSE,FALSE,TRUE
17603,TRUE,FALSE,FALSE,FALSE,TRUE
17604,FALSE,FALSE,FALSE,FALSE,FALSE
17605,TRUE,FALSE,TRUE,FALSE,TRUE
17606,TRUE,TRUE,TRUE,TRUE,TRUE
17607,TRUE,FALSE,TRUE,FALSE,TRUE
17608,TRUE,TRUE,TRUE,TRUE,TRUE
17610,FALSE,FALSE,FALSE,FALSE,TRUE
17611,FALSE,FALSE,FALSE,FALSE,TRUE
17611,FALSE,FALSE,FALSE,FALSE,TRUE
17612,TRUE,FALSE,TRUE,FALSE,TRUE
17613,FALSE,FALSE,FALSE,FALSE,TRUE
17615,TRUE,FALSE,FALSE,FALSE,FALSE
17616,TRUE,FALSE,TRUE,FALSE,TRUE
17617,TRUE,FALSE,TRUE,FALSE,TRUE
17618,FALSE,FALSE,FALSE,FALSE,TRUE
17619,TRUE,TRUE,TRUE,TRUE,TRUE
17620,TRUE,FALSE,TRUE,FALSE,TRUE
17621,TRUE,FALSE,FALSE,FALSE,FALSE
17622,FALSE,TRUE,FALSE,FALSE,TRUE
17623,FALSE,FALSE,FALSE,FALSE,FALSE
17625,TRUE,FALSE,TRUE,FALSE,TRUE
17627,TRUE,FALSE,TRUE,FALSE,TRUE
17628,TRUE,TRUE,TRUE,TRUE,TRUE
17629,FALSE,FALSE,FALSE,FALSE,TRUE
17630,TRUE,TRUE,TRUE,TRUE,TRUE
17632,FALSE,FALSE,FALSE,FALSE,TRUE
17634,FALSE,TRUE,FALSE,FALSE,TRUE
17635,FALSE,TRUE,FALSE,FALSE,TRUE
17636,FALSE,FALSE,FALSE,FALSE,TRUE
17637,FALSE,FALSE,FALSE,FALSE,TRUE
17638,TRUE,FALSE,TRUE,FALSE,TRUE
17640,FALSE,FALSE,TRUE,FALSE,TRUE
17641,FALSE,FALSE,FALSE,FALSE,TRUE
17642,FALSE,FALSE,TRUE,FALSE,FALSE
17645,TRUE,TRUE,TRUE,TRUE,FALSE
17651,FALSE,FALSE,FALSE,FALSE,TRUE
17653,FALSE,FALSE,FALSE,FALSE,TRUE
17654,TRUE,TRUE,FALSE,FALSE,TRUE
17655,TRUE,FALSE,TRUE,FALSE,TRUE
17657,TRUE,FALSE,TRUE,FALSE,TRUE
17659,TRUE,TRUE,FALSE,FALSE,TRUE
17661,FALSE,TRUE,FALSE,FALSE,TRUE
17662,FALSE,FALSE,FALSE,FALSE,TRUE
17663,FALSE,FALSE,FALSE,FALSE,TRUE
17665,TRUE,TRUE,FALSE,FALSE,TRUE
17666,FALSE,FALSE,TRUE,FALSE,FALSE
17667,TRUE,FALSE,TRUE,FALSE,TRUE
17668,FALSE,FALSE,FALSE,FALSE,TRUE
17669,TRUE,TRUE,TRUE,TRUE,TRUE
17670,TRUE,TRUE,FALSE,FALSE,TRUE
17671,TRUE,FALSE,FALSE,FALSE,TRUE
17672,TRUE,FALSE,TRUE,FALSE,FALSE
17677,TRUE,FALSE,TRUE,FALSE,TRUE
17678,TRUE,FALSE,TRUE,FALSE,TRUE
17679,TRUE,FALSE,TRUE,FALSE,TRUE
17680,FALSE,FALSE,FALSE,FALSE,TRUE
17681,TRUE,FALSE,FALSE,FALSE,FALSE
17682,TRUE,FALSE,TRUE,FALSE,TRUE
17683,FALSE,FALSE,FALSE,FALSE,TRUE
17684,TRUE,TRUE,TRUE,TRUE,TRUE
17685,TRUE,FALSE,TRUE,FALSE,TRUE
17686,TRUE,TRUE,FALSE,FALSE,FALSE
17687,TRUE,FALSE,TRUE,FALSE,TRUE
17688,FALSE,FALSE,FALSE,FALSE,TRUE
17689,FALSE,FALSE,TRUE,FALSE,TRUE
17690,FALSE,FALSE,FALSE,FALSE,TRUE
17691,TRUE,FALSE,TRUE,FALSE,TRUE
17695,TRUE,TRUE,TRUE,TRUE,TRUE
17696,TRUE,FALSE,FALSE,FALSE,TRUE
17697,TRUE,FALSE,TRUE,FALSE,TRUE
17697,TRUE,FALSE,FALSE,FALSE,TRUE
17698,TRUE,FALSE,TRUE,FALSE,TRUE
17699,TRUE,TRUE,TRUE,TRUE,TRUE
17700,TRUE,FALSE,TRUE,FALSE,TRUE
17701,TRUE,TRUE,FALSE,FALSE,TRUE
18617,TRUE,FALSE,TRUE,FALSE,TRUE
18618,TRUE,TRUE,TRUE,TRUE,TRUE
18661,FALSE,FALSE,FALSE,FALSE,TRUE
16995,FALSE,FALSE,FALSE,FALSE,TRUE
16992,FALSE,FALSE,FALSE,FALSE,TRUE
16931,TRUE,FALSE,TRUE,FALSE,TRUE
16993,TRUE,FALSE,TRUE,FALSE,TRUE
16987,FALSE,TRUE,FALSE,FALSE,TRUE
16923,TRUE,TRUE,FALSE,FALSE,TRUE
16932,FALSE,FALSE,FALSE,FALSE,TRUE
16934,TRUE,TRUE,TRUE,TRUE,TRUE
16933,TRUE,TRUE,FALSE,FALSE,TRUE
16983,TRUE,FALSE,TRUE,FALSE,TRUE
16921,FALSE,FALSE,FALSE,FALSE,FALSE
16929,TRUE,FALSE,TRUE,FALSE,TRUE
16928,TRUE,FALSE,TRUE,FALSE,TRUE
16920,FALSE,FALSE,TRUE,FALSE,TRUE
16982,FALSE,FALSE,TRUE,FALSE,TRUE
16926,TRUE,FALSE,TRUE,FALSE,TRUE
16927,FALSE,FALSE,FALSE,FALSE,FALSE
16927,FALSE,FALSE,TRUE,FALSE,FALSE
16925,TRUE,FALSE,TRUE,FALSE,TRUE
16988,TRUE,TRUE,FALSE,FALSE,TRUE
16924,TRUE,FALSE,TRUE,FALSE,TRUE
16985,FALSE,FALSE,FALSE,FALSE,TRUE
16986,TRUE,FALSE,TRUE,FALSE,TRUE
16990,FALSE,FALSE,FALSE,FALSE,TRUE
16991,FALSE,TRUE,FALSE,FALSE,TRUE
17023,TRUE,TRUE,TRUE,TRUE,TRUE
17027,FALSE,FALSE,FALSE,FALSE,TRUE
17025,TRUE,TRUE,TRUE,TRUE,TRUE
17019,TRUE,FALSE,TRUE,FALSE,TRUE
17022,TRUE,FALSE,TRUE,FALSE,TRUE
17024,FALSE,FALSE,FALSE,FALSE,FALSE
17008,TRUE,FALSE,TRUE,FALSE,TRUE
17009,FALSE,FALSE,FALSE,FALSE,TRUE
17006,TRUE,FALSE,FALSE,FALSE,TRUE
17007,FALSE,FALSE,FALSE,FALSE,TRUE
17017,FALSE,FALSE,FALSE,FALSE,TRUE
17033,FALSE,FALSE,TRUE,FALSE,FALSE
17016,FALSE,FALSE,FALSE,FALSE,TRUE
17030,TRUE,FALSE,TRUE,FALSE,TRUE
17014,FALSE,FALSE,FALSE,FALSE,TRUE
17029,TRUE,FALSE,TRUE,FALSE,TRUE
17031,FALSE,FALSE,FALSE,FALSE,TRUE
17028,FALSE,FALSE,TRUE,FALSE,TRUE
17032,TRUE,FALSE,TRUE,FALSE,TRUE
17020,FALSE,FALSE,FALSE,FALSE,FALSE
17021,TRUE,FALSE,TRUE,FALSE,TRUE
17015,FALSE,FALSE,FALSE,FALSE,FALSE
17012,FALSE,FALSE,TRUE,FALSE,FALSE
17013,FALSE,FALSE,FALSE,FALSE,TRUE
17011,TRUE,FALSE,FALSE,FALSE,TRUE
17011,FALSE,FALSE,FALSE,FALSE,TRUE
17018,FALSE,FALSE,TRUE,FALSE,FALSE
17039,FALSE,FALSE,TRUE,FALSE,FALSE
17043,FALSE,FALSE,FALSE,FALSE,TRUE
17035,FALSE,FALSE,TRUE,FALSE,TRUE
17035,FALSE,FALSE,FALSE,FALSE,TRUE
17041,TRUE,FALSE,FALSE,FALSE,TRUE
17038,TRUE,FALSE,TRUE,FALSE,TRUE
17037,FALSE,FALSE,FALSE,FALSE,TRUE
17042,FALSE,FALSE,FALSE,FALSE,TRUE
17040,TRUE,FALSE,TRUE,FALSE,TRUE
17048,TRUE,FALSE,TRUE,FALSE,FALSE
17036,FALSE,FALSE,FALSE,FALSE,TRUE
17049,TRUE,FALSE,TRUE,FALSE,TRUE
17049,TRUE,FALSE,TRUE,FALSE,TRUE
17044,FALSE,FALSE,FALSE,FALSE,TRUE
17045,FALSE,TRUE,FALSE,FALSE,TRUE
17046,TRUE,FALSE,TRUE,FALSE,TRUE
